Contest,Candidate Issue,Party,District Name,Total Votes,% of Total Votes
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Kyle C. PAINTER,INP,"City of North Tonawanda 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Kyle C. PAINTER,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Kyle C. PAINTER,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,"Louis T. PARISH, III",INP,"City of North Tonawanda 3/6 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,"Louis T. PARISH, III",INP,"City of North Tonawanda 3/9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,"Louis T. PARISH, III",INP,"City of North Tonawanda 3/10 ",5,31.25
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,"Louis T. PARISH, III",INP,"City of North Tonawanda 3/11 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,"Louis T. PARISH, III",INP,"City of North Tonawanda 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,"Louis T. PARISH, III",INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,"Louis T. PARISH, III",INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Joseph  KISSEL,INP,"City of North Tonawanda 3/6 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Joseph  KISSEL,INP,"City of North Tonawanda 3/9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Joseph  KISSEL,INP,"City of North Tonawanda 3/10 ",4,25.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Joseph  KISSEL,INP,"City of North Tonawanda 3/11 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Joseph  KISSEL,INP,"City of North Tonawanda 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Joseph  KISSEL,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Joseph  KISSEL,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Raymond  KISSEL,INP,"City of North Tonawanda 3/6 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Raymond  KISSEL,INP,"City of North Tonawanda 3/9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Raymond  KISSEL,INP,"City of North Tonawanda 3/10 ",3,18.75
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Raymond  KISSEL,INP,"City of North Tonawanda 3/11 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Raymond  KISSEL,INP,"City of North Tonawanda 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Raymond  KISSEL,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Raymond  KISSEL,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Write-in,,"City of North Tonawanda 3/6 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Write-in,,"City of North Tonawanda 3/9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Write-in,,"City of North Tonawanda 3/10 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Write-in,,"City of North Tonawanda 3/11 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Write-in,,"City of North Tonawanda 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Write-in,,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D10)  - Independence,Write-in,,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Edward A. SMOLINSKI,INP,"City of North Tonawanda 3/6 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Edward A. SMOLINSKI,INP,"City of North Tonawanda 3/9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Edward A. SMOLINSKI,INP,"City of North Tonawanda 3/10 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Edward A. SMOLINSKI,INP,"City of North Tonawanda 3/11 ",14,53.85
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Edward A. SMOLINSKI,INP,"City of North Tonawanda 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Edward A. SMOLINSKI,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Edward A. SMOLINSKI,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Darlene E. BOLSOVER,INP,"City of North Tonawanda 3/6 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Darlene E. BOLSOVER,INP,"City of North Tonawanda 3/9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Darlene E. BOLSOVER,INP,"City of North Tonawanda 3/10 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Darlene E. BOLSOVER,INP,"City of North Tonawanda 3/11 ",9,34.62
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Darlene E. BOLSOVER,INP,"City of North Tonawanda 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Darlene E. BOLSOVER,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Darlene E. BOLSOVER,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Robin M. MATIKOSH,INP,"City of North Tonawanda 3/6 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Robin M. MATIKOSH,INP,"City of North Tonawanda 3/9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Robin M. MATIKOSH,INP,"City of North Tonawanda 3/10 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Robin M. MATIKOSH,INP,"City of North Tonawanda 3/11 ",3,11.54
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Robin M. MATIKOSH,INP,"City of North Tonawanda 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Robin M. MATIKOSH,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Robin M. MATIKOSH,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Thomas E. MATIKOSH,INP,"City of North Tonawanda 3/6 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Thomas E. MATIKOSH,INP,"City of North Tonawanda 3/9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Thomas E. MATIKOSH,INP,"City of North Tonawanda 3/10 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Thomas E. MATIKOSH,INP,"City of North Tonawanda 3/11 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Thomas E. MATIKOSH,INP,"City of North Tonawanda 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Thomas E. MATIKOSH,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Thomas E. MATIKOSH,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Write-in,,"City of North Tonawanda 3/6 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Write-in,,"City of North Tonawanda 3/9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Write-in,,"City of North Tonawanda 3/10 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Write-in,,"City of North Tonawanda 3/11 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Write-in,,"City of North Tonawanda 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Write-in,,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D11)  - Independence,Write-in,,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,"Richard L. ANDRES, SR.",INP,"City of North Tonawanda 3/6 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,"Richard L. ANDRES, SR.",INP,"City of North Tonawanda 3/9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,"Richard L. ANDRES, SR.",INP,"City of North Tonawanda 3/10 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,"Richard L. ANDRES, SR.",INP,"City of North Tonawanda 3/11 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,"Richard L. ANDRES, SR.",INP,"City of North Tonawanda 3/12 ",17,36.96
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,"Richard L. ANDRES, SR.",INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,"Richard L. ANDRES, SR.",INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Faith B. ANDRES,INP,"City of North Tonawanda 3/6 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Faith B. ANDRES,INP,"City of North Tonawanda 3/9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Faith B. ANDRES,INP,"City of North Tonawanda 3/10 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Faith B. ANDRES,INP,"City of North Tonawanda 3/11 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Faith B. ANDRES,INP,"City of North Tonawanda 3/12 ",14,30.43
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Faith B. ANDRES,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Faith B. ANDRES,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Mary  MARTIN,INP,"City of North Tonawanda 3/6 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Mary  MARTIN,INP,"City of North Tonawanda 3/9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Mary  MARTIN,INP,"City of North Tonawanda 3/10 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Mary  MARTIN,INP,"City of North Tonawanda 3/11 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Mary  MARTIN,INP,"City of North Tonawanda 3/12 ",8,17.39
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Mary  MARTIN,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Mary  MARTIN,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Timothy  MARTIN,INP,"City of North Tonawanda 3/6 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Timothy  MARTIN,INP,"City of North Tonawanda 3/9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Timothy  MARTIN,INP,"City of North Tonawanda 3/10 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Timothy  MARTIN,INP,"City of North Tonawanda 3/11 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Timothy  MARTIN,INP,"City of North Tonawanda 3/12 ",5,10.87
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Timothy  MARTIN,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Timothy  MARTIN,INP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Write-in,,"City of North Tonawanda 3/6 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Write-in,,"City of North Tonawanda 3/9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Write-in,,"City of North Tonawanda 3/10 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Write-in,,"City of North Tonawanda 3/11 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Write-in,,"City of North Tonawanda 3/12 ",2,4.35
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Write-in,,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (North Tonawanda W3D12)  - Independence,Write-in,,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Sandra J. STERNER,INP,"Town of Wheatfield 1,2,3,4,6,7 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Sandra J. STERNER,INP,"Town of Wheatfield 5 ",17,37.78
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Sandra J. STERNER,INP,"Town of Wheatfield 8 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Sandra J. STERNER,INP,"Town of Wheatfield 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Sandra J. STERNER,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Sandra J. STERNER,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Sandra J. STERNER,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Margo J. BARONE,INP,"Town of Wheatfield 1,2,3,4,6,7 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Margo J. BARONE,INP,"Town of Wheatfield 5 ",16,35.56
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Margo J. BARONE,INP,"Town of Wheatfield 8 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Margo J. BARONE,INP,"Town of Wheatfield 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Margo J. BARONE,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Margo J. BARONE,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Margo J. BARONE,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Wayne  TYLEC,INP,"Town of Wheatfield 1,2,3,4,6,7 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Wayne  TYLEC,INP,"Town of Wheatfield 5 ",6,13.33
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Wayne  TYLEC,INP,"Town of Wheatfield 8 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Wayne  TYLEC,INP,"Town of Wheatfield 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Wayne  TYLEC,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Wayne  TYLEC,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Wayne  TYLEC,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Janice  TYLEC,INP,"Town of Wheatfield 1,2,3,4,6,7 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Janice  TYLEC,INP,"Town of Wheatfield 5 ",6,13.33
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Janice  TYLEC,INP,"Town of Wheatfield 8 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Janice  TYLEC,INP,"Town of Wheatfield 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Janice  TYLEC,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Janice  TYLEC,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Janice  TYLEC,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Write-in,,"Town of Wheatfield 1,2,3,4,6,7 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Write-in,,"Town of Wheatfield 5 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Write-in,,"Town of Wheatfield 8 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Write-in,,"Town of Wheatfield 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Write-in,,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Write-in,,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D5)  - Independence,Write-in,,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Yanni  ZULIA,INP,"Town of Wheatfield 1,2,3,4,6,7 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Yanni  ZULIA,INP,"Town of Wheatfield 5 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Yanni  ZULIA,INP,"Town of Wheatfield 8 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Yanni  ZULIA,INP,"Town of Wheatfield 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Yanni  ZULIA,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Yanni  ZULIA,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Yanni  ZULIA,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Arayoan  TYLEC,INP,"Town of Wheatfield 1,2,3,4,6,7 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Arayoan  TYLEC,INP,"Town of Wheatfield 5 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Arayoan  TYLEC,INP,"Town of Wheatfield 8 ",3,50.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Arayoan  TYLEC,INP,"Town of Wheatfield 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Arayoan  TYLEC,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Arayoan  TYLEC,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Arayoan  TYLEC,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Paul H. LINK,INP,"Town of Wheatfield 1,2,3,4,6,7 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Paul H. LINK,INP,"Town of Wheatfield 5 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Paul H. LINK,INP,"Town of Wheatfield 8 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Paul H. LINK,INP,"Town of Wheatfield 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Paul H. LINK,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Paul H. LINK,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Paul H. LINK,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Susan J. GETTINGS,INP,"Town of Wheatfield 1,2,3,4,6,7 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Susan J. GETTINGS,INP,"Town of Wheatfield 5 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Susan J. GETTINGS,INP,"Town of Wheatfield 8 ",3,50.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Susan J. GETTINGS,INP,"Town of Wheatfield 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Susan J. GETTINGS,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Susan J. GETTINGS,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Susan J. GETTINGS,INP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Write-in,,"Town of Wheatfield 1,2,3,4,6,7 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Write-in,,"Town of Wheatfield 5 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Write-in,,"Town of Wheatfield 8 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Write-in,,"Town of Wheatfield 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Write-in,,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Write-in,,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
MEMBER OF COUNTY COMMITTEE (Town of Wheatfield D8)  - Independence,Write-in,,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
